ProductKey;OrderDateKey;DueDateKey;ShipDateKey;CustomerKey;PromotionKey;CurrencyKey;SalesTerritoryKey;SalesOrderNumber;SalesOrderLineNumber;RevisionNumber;OrderQuantity;UnitPrice;ExtendedAmount;UnitPriceDiscountPct;DiscountAmount;ProductStandardCost;TotalProductCost;SalesAmount;TaxAmt;Freight;CarrierTrackingNumber;CustomerPONumber;OrderDate;DueDate;ShipDate
313;20110114;20110126;20110121;16525;1;6;9;SO43763;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-01-14T00:00:00;2011-01-26T00:00:00;2011-01-21T00:00:00
310;20110114;20110126;20110121;16612;1;6;9;SO43764;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-01-14T00:00:00;2011-01-26T00:00:00;2011-01-21T00:00:00
346;20110114;20110126;20110121;11010;1;6;9;SO43765;1;1;1;3399,99;3399,99;0;0;1912,1544;1912,1544;3399,99;271,9992;84,9998;;;2011-01-14T00:00:00;2011-01-26T00:00:00;2011-01-21T00:00:00
313;20110115;20110127;20110122;16518;1;6;9;SO43766;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-01-15T00:00:00;2011-01-27T00:00:00;2011-01-22T00:00:00
350;20110115;20110127;20110122;11001;1;6;9;SO43767;1;1;1;3374,99;3374,99;0;0;1898,0944;1898,0944;3374,99;269,9992;84,3748;;;2011-01-15T00:00:00;2011-01-27T00:00:00;2011-01-22T00:00:00
312;20110116;20110128;20110123;16524;1;6;9;SO43772;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-01-16T00:00:00;2011-01-28T00:00:00;2011-01-23T00:00:00
314;20110116;20110128;20110123;16526;1;6;9;SO43773;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-01-16T00:00:00;2011-01-28T00:00:00;2011-01-23T00:00:00
313;20110116;20110128;20110123;16348;1;6;9;SO43774;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-01-16T00:00:00;2011-01-28T00:00:00;2011-01-23T00:00:00
347;20110116;20110128;20110123;11027;1;6;9;SO43775;1;1;1;3399,99;3399,99;0;0;1912,1544;1912,1544;3399,99;271,9992;84,9998;;;2011-01-16T00:00:00;2011-01-28T00:00:00;2011-01-23T00:00:00
314;20110117;20110129;20110124;13260;1;29;8;SO43776;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-01-17T00:00:00;2011-01-29T00:00:00;2011-01-24T00:00:00
311;20110117;20110129;20110124;16515;1;6;9;SO43777;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-01-17T00:00:00;2011-01-29T00:00:00;2011-01-24T00:00:00
345;20110117;20110129;20110124;11018;1;6;9;SO43778;1;1;1;3399,99;3399,99;0;0;1912,1544;1912,1544;3399,99;271,9992;84,9998;;;2011-01-17T00:00:00;2011-01-29T00:00:00;2011-01-24T00:00:00
326;20110117;20110129;20110124;25252;1;6;9;SO43779;1;1;1;699,0982;699,0982;0;0;413,1463;413,1463;699,0982;55,9279;17,4775;;;2011-01-17T00:00:00;2011-01-29T00:00:00;2011-01-24T00:00:00
312;20110118;20110130;20110125;16495;1;6;9;SO43781;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-01-18T00:00:00;2011-01-30T00:00:00;2011-01-25T00:00:00
312;20110118;20110130;20110125;16516;1;6;9;SO43782;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-01-18T00:00:00;2011-01-30T00:00:00;2011-01-25T00:00:00
312;20110118;20110130;20110125;16620;1;6;9;SO43783;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-01-18T00:00:00;2011-01-30T00:00:00;2011-01-25T00:00:00
344;20110119;20110131;20110126;29385;1;29;8;SO43787;1;1;1;3399,99;3399,99;0;0;1912,1544;1912,1544;3399,99;271,9992;84,9998;;;2011-01-19T00:00:00;2011-01-31T00:00:00;2011-01-26T00:00:00
314;20110119;20110131;20110126;16484;1;6;9;SO43791;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-01-19T00:00:00;2011-01-31T00:00:00;2011-01-26T00:00:00
312;20110119;20110131;20110126;16623;1;6;9;SO43792;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-01-19T00:00:00;2011-01-31T00:00:00;2011-01-26T00:00:00
344;20110119;20110131;20110126;11000;1;6;9;SO43793;1;1;1;3399,99;3399,99;0;0;1912,1544;1912,1544;3399,99;271,9992;84,9998;;;2011-01-19T00:00:00;2011-01-31T00:00:00;2011-01-26T00:00:00
347;20110119;20110131;20110126;11029;1;6;9;SO43794;1;1;1;3399,99;3399,99;0;0;1912,1544;1912,1544;3399,99;271,9992;84,9998;;;2011-01-19T00:00:00;2011-01-31T00:00:00;2011-01-26T00:00:00
312;20110120;20110201;20110127;16345;1;6;9;SO43797;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-01-20T00:00:00;2011-02-01T00:00:00;2011-01-27T00:00:00
310;20110120;20110201;20110127;16521;1;6;9;SO43798;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-01-20T00:00:00;2011-02-01T00:00:00;2011-01-27T00:00:00
312;20110120;20110201;20110127;16636;1;6;9;SO43799;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-01-20T00:00:00;2011-02-01T00:00:00;2011-01-27T00:00:00
312;20110122;20110203;20110129;16523;1;6;9;SO43806;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-01-22T00:00:00;2011-02-03T00:00:00;2011-01-29T00:00:00
313;20110123;20110204;20110130;13259;1;29;8;SO43808;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-01-23T00:00:00;2011-02-04T00:00:00;2011-01-30T00:00:00
310;20110123;20110204;20110130;16350;1;6;9;SO43809;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-01-23T00:00:00;2011-02-04T00:00:00;2011-01-30T00:00:00
345;20110123;20110204;20110130;11004;1;6;9;SO43810;1;1;1;3399,99;3399,99;0;0;1912,1544;1912,1544;3399,99;271,9992;84,9998;;;2011-01-23T00:00:00;2011-02-04T00:00:00;2011-01-30T00:00:00
346;20110123;20110204;20110130;11026;1;6;9;SO43811;1;1;1;3399,99;3399,99;0;0;1912,1544;1912,1544;3399,99;271,9992;84,9998;;;2011-01-23T00:00:00;2011-02-04T00:00:00;2011-01-30T00:00:00
311;20110124;20110205;20110131;16494;1;6;9;SO43815;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-01-24T00:00:00;2011-02-05T00:00:00;2011-01-31T00:00:00
314;20110124;20110205;20110131;16496;1;6;9;SO43816;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-01-24T00:00:00;2011-02-05T00:00:00;2011-01-31T00:00:00
310;20110124;20110205;20110131;16519;1;6;9;SO43817;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-01-24T00:00:00;2011-02-05T00:00:00;2011-01-31T00:00:00
312;20110124;20110205;20110131;16528;1;6;9;SO43818;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-01-24T00:00:00;2011-02-05T00:00:00;2011-01-31T00:00:00
346;20110124;20110205;20110131;11006;1;6;9;SO43819;1;1;1;3399,99;3399,99;0;0;1912,1544;1912,1544;3399,99;271,9992;84,9998;;;2011-01-24T00:00:00;2011-02-05T00:00:00;2011-01-31T00:00:00
313;20110125;20110206;20110201;16349;1;6;9;SO43825;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-01-25T00:00:00;2011-02-06T00:00:00;2011-02-01T00:00:00
348;20110125;20110206;20110201;11008;1;6;9;SO43826;1;1;1;3374,99;3374,99;0;0;1898,0944;1898,0944;3374,99;269,9992;84,3748;;;2011-01-25T00:00:00;2011-02-06T00:00:00;2011-02-01T00:00:00
338;20110125;20110206;20110201;25250;1;6;9;SO43827;1;1;1;699,0982;699,0982;0;0;413,1463;413,1463;699,0982;55,9279;17,4775;;;2011-01-25T00:00:00;2011-02-06T00:00:00;2011-02-01T00:00:00
311;20110126;20110207;20110202;16347;1;6;9;SO43830;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-01-26T00:00:00;2011-02-07T00:00:00;2011-02-02T00:00:00
349;20110126;20110207;20110202;11028;1;6;9;SO43831;1;1;1;3374,99;3374,99;0;0;1898,0944;1898,0944;3374,99;269,9992;84,3748;;;2011-01-26T00:00:00;2011-02-07T00:00:00;2011-02-02T00:00:00
350;20110127;20110208;20110203;11009;1;6;9;SO43837;1;1;1;3374,99;3374,99;0;0;1898,0944;1898,0944;3374,99;269,9992;84,3748;;;2011-01-27T00:00:00;2011-02-08T00:00:00;2011-02-03T00:00:00
314;20110128;20110209;20110204;13406;1;29;8;SO43841;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-01-28T00:00:00;2011-02-09T00:00:00;2011-02-04T00:00:00
312;20110128;20110209;20110204;16630;1;6;9;SO43842;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-01-28T00:00:00;2011-02-09T00:00:00;2011-02-04T00:00:00
313;20110129;20110210;20110205;16743;1;6;9;SO43921;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-01-29T00:00:00;2011-02-10T00:00:00;2011-02-05T00:00:00
310;20110129;20110210;20110205;13546;1;29;8;SO43922;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-01-29T00:00:00;2011-02-10T00:00:00;2011-02-05T00:00:00
314;20110130;20110211;20110206;16661;1;6;9;SO43925;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-01-30T00:00:00;2011-02-11T00:00:00;2011-02-06T00:00:00
351;20110131;20110212;20110207;11055;1;6;9;SO43926;1;1;1;3374,99;3374,99;0;0;1898,0944;1898,0944;3374,99;269,9992;84,3748;;;2011-01-31T00:00:00;2011-02-12T00:00:00;2011-02-07T00:00:00
314;20110131;20110212;20110207;16662;1;6;9;SO43927;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-01-31T00:00:00;2011-02-12T00:00:00;2011-02-07T00:00:00
313;20110131;20110212;20110207;16740;1;6;9;SO43928;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-01-31T00:00:00;2011-02-12T00:00:00;2011-02-07T00:00:00
322;20110131;20110212;20110207;25270;1;6;9;SO43929;1;1;1;699,0982;699,0982;0;0;413,1463;413,1463;699,0982;55,9279;17,4775;;;2011-01-31T00:00:00;2011-02-12T00:00:00;2011-02-07T00:00:00
313;20110201;20110213;20110208;13548;1;29;8;SO43931;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-02-01T00:00:00;2011-02-13T00:00:00;2011-02-08T00:00:00
314;20110201;20110213;20110208;16741;1;6;9;SO43932;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-02-01T00:00:00;2011-02-13T00:00:00;2011-02-08T00:00:00
347;20110201;20110213;20110208;11031;1;6;9;SO43933;1;1;1;3399,99;3399,99;0;0;1912,1544;1912,1544;3399,99;271,9992;84,9998;;;2011-02-01T00:00:00;2011-02-13T00:00:00;2011-02-08T00:00:00
346;20110201;20110213;20110208;11034;1;6;9;SO43934;1;1;1;3399,99;3399,99;0;0;1912,1544;1912,1544;3399,99;271,9992;84,9998;;;2011-02-01T00:00:00;2011-02-13T00:00:00;2011-02-08T00:00:00
312;20110202;20110214;20110209;17047;1;6;9;SO43937;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-02-02T00:00:00;2011-02-14T00:00:00;2011-02-09T00:00:00
310;20110202;20110214;20110209;16686;1;6;9;SO43938;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-02-02T00:00:00;2011-02-14T00:00:00;2011-02-09T00:00:00
312;20110202;20110214;20110209;16659;1;6;9;SO43939;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-02-02T00:00:00;2011-02-14T00:00:00;2011-02-09T00:00:00
336;20110202;20110214;20110209;25294;1;6;9;SO43940;1;1;1;699,0982;699,0982;0;0;413,1463;413,1463;699,0982;55,9279;17,4775;;;2011-02-02T00:00:00;2011-02-14T00:00:00;2011-02-09T00:00:00
310;20110203;20110215;20110210;17051;1;6;9;SO43942;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-02-03T00:00:00;2011-02-15T00:00:00;2011-02-10T00:00:00
344;20110203;20110215;20110210;11054;1;6;9;SO43944;1;1;1;3399,99;3399,99;0;0;1912,1544;1912,1544;3399,99;271,9992;84,9998;;;2011-02-03T00:00:00;2011-02-15T00:00:00;2011-02-10T00:00:00
310;20110203;20110215;20110210;16675;1;6;9;SO43945;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-02-03T00:00:00;2011-02-15T00:00:00;2011-02-10T00:00:00
313;20110203;20110215;20110210;16687;1;6;9;SO43946;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-02-03T00:00:00;2011-02-15T00:00:00;2011-02-10T00:00:00
310;20110203;20110215;20110210;16712;1;6;9;SO43947;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-02-03T00:00:00;2011-02-15T00:00:00;2011-02-10T00:00:00
345;20110203;20110215;20110210;11047;1;6;9;SO43948;1;1;1;3399,99;3399,99;0;0;1912,1544;1912,1544;3399,99;271,9992;84,9998;;;2011-02-03T00:00:00;2011-02-15T00:00:00;2011-02-10T00:00:00
311;20110204;20110216;20110211;16696;1;6;9;SO43951;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-02-04T00:00:00;2011-02-16T00:00:00;2011-02-11T00:00:00
312;20110204;20110216;20110211;16639;1;6;9;SO43952;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-02-04T00:00:00;2011-02-16T00:00:00;2011-02-11T00:00:00
344;20110205;20110217;20110212;11030;1;6;9;SO43956;1;1;1;3399,99;3399,99;0;0;1912,1544;1912,1544;3399,99;271,9992;84,9998;;;2011-02-05T00:00:00;2011-02-17T00:00:00;2011-02-12T00:00:00
312;20110206;20110218;20110213;16658;1;6;9;SO43958;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-02-06T00:00:00;2011-02-18T00:00:00;2011-02-13T00:00:00
348;20110206;20110218;20110213;11035;1;6;9;SO43959;1;1;1;3374,99;3374,99;0;0;1898,0944;1898,0944;3374,99;269,9992;84,3748;;;2011-02-06T00:00:00;2011-02-18T00:00:00;2011-02-13T00:00:00
349;20110206;20110218;20110213;11046;1;6;9;SO43960;1;1;1;3374,99;3374,99;0;0;1898,0944;1898,0944;3374,99;269,9992;84,3748;;;2011-02-06T00:00:00;2011-02-18T00:00:00;2011-02-13T00:00:00
314;20110207;20110219;20110214;16685;1;6;9;SO43963;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-02-07T00:00:00;2011-02-19T00:00:00;2011-02-14T00:00:00
312;20110207;20110219;20110214;16745;1;6;9;SO43964;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-02-07T00:00:00;2011-02-19T00:00:00;2011-02-14T00:00:00
351;20110207;20110219;20110214;11038;1;6;9;SO43965;1;1;1;3374,99;3374,99;0;0;1898,0944;1898,0944;3374,99;269,9992;84,3748;;;2011-02-07T00:00:00;2011-02-19T00:00:00;2011-02-14T00:00:00
347;20110207;20110219;20110214;11039;1;6;9;SO43966;1;1;1;3399,99;3399,99;0;0;1912,1544;1912,1544;3399,99;271,9992;84,9998;;;2011-02-07T00:00:00;2011-02-19T00:00:00;2011-02-14T00:00:00
311;20110208;20110220;20110215;16684;1;6;9;SO43970;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-02-08T00:00:00;2011-02-20T00:00:00;2011-02-15T00:00:00
314;20110208;20110220;20110215;16657;1;6;9;SO43971;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-02-08T00:00:00;2011-02-20T00:00:00;2011-02-15T00:00:00
312;20110209;20110221;20110216;13540;1;29;8;SO43975;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-02-09T00:00:00;2011-02-21T00:00:00;2011-02-16T00:00:00
312;20110209;20110221;20110216;16703;1;6;9;SO43977;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-02-09T00:00:00;2011-02-21T00:00:00;2011-02-16T00:00:00
351;20110210;20110222;20110217;11048;1;6;9;SO43980;1;1;1;3374,99;3374,99;0;0;1898,0944;1898,0944;3374,99;269,9992;84,3748;;;2011-02-10T00:00:00;2011-02-22T00:00:00;2011-02-17T00:00:00
314;20110210;20110222;20110217;16664;1;6;9;SO43981;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-02-10T00:00:00;2011-02-22T00:00:00;2011-02-17T00:00:00
342;20110210;20110222;20110217;25271;1;6;9;SO43982;1;1;1;699,0982;699,0982;0;0;413,1463;413,1463;699,0982;55,9279;17,4775;;;2011-02-10T00:00:00;2011-02-22T00:00:00;2011-02-17T00:00:00
311;20110211;20110223;20110218;13545;1;29;8;SO43984;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-02-11T00:00:00;2011-02-23T00:00:00;2011-02-18T00:00:00
313;20110211;20110223;20110218;13515;1;29;8;SO43985;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-02-11T00:00:00;2011-02-23T00:00:00;2011-02-18T00:00:00
310;20110212;20110224;20110219;16660;1;6;9;SO43991;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-02-12T00:00:00;2011-02-24T00:00:00;2011-02-19T00:00:00
311;20110212;20110224;20110219;16638;1;6;9;SO43992;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-02-12T00:00:00;2011-02-24T00:00:00;2011-02-19T00:00:00
314;20110214;20110226;20110221;16929;1;6;9;SO43993;1;1;1;3578,27;3578,27;0;0;2171,2942;2171,2942;3578,27;286,2616;89,4568;;;2011-02-14T00:00:00;2011-02-26T00:00:00;2011-02-21T00:00:00
348;20110215;20110227;20110222;11033;1;6;9;SO43998;1;1;1;3374,99;3374,99;0;0;1898,0944;1898,0944;3374,99;269,9992;84,3748;;;2011-02-15T00:00:00;2011-02-27T00:00:00;2011-02-22T00:00:00
342;20110216;20110228;20110223;19325;1;29;8;SO44003;1;1;1;699,0982;699,0982;0;0;413,1463;413,1463;699,0982;55,9279;17,4775;;;2011-02-16T00:00:00;2011-02-28T00:00:00;2011-02-23T00:00:00
